gene_id	F1_FPKM	F2_FPKM	F3_FPKM	M1_FPKM	M2_FPKM	M3_FPKM	female_fpkm_mean	male_fpkm_mean	log2FoldChange	pvalue	padj	female_sq	male_sq	SPM	diff_exp	category
Dcitr01g15880.1	8.33	4.67	6.93	8.12	6.43	6.06	8.33	8.12	0.0444487	0.8959998	0.9586029	69.3889	65.9344	0.51276387732194	no	unbiased
Dcitr01g15890.1	14.76	14.17	10.78	8.33	12.19	11.73	14.76	8.33	-0.288716083820622	0.224920553210338	0.488193246920865	217.8576	69.3889	0.758434306423229	no	unbiased
Dcitr01g15900.1	11.92	8.91	10.41	10.11	17.42	12.49	11.92	10.11	0.3812619	0.1870466	0.4357867	142.0864	102.2121	0.581609792937738	no	unbiased
Dcitr01g15910.1	11.02	13.3	11.84	11.33	14.68	13.25	11.02	11.33	0.1263873	0.5438435	0.782954	121.4404	128.3689	0.486132421811358	no	unbiased
Dcitr01g15920.1	47.27	40.2	35.85	35.89	35.11	28.67	47.27	35.89	-0.299079078909783	0.0736160920078507	0.237373166513233	2234.4529	1288.0921	0.634329128513617	no	unbiased
Dcitr01g15930.1	9.86	9.3	11.86	12.48	12.64	12.22	9.86	12.48	0.2753722	0.2047495	0.4609371	97.2196	155.7504	0.38431276435941	no	unbiased
Dcitr01g15940.1	2.4	1.19	1.39	0.99	0.99	1.62	2.4	0.99	-0.440416555096256	0.416211591058205	0.685709386527923	5.76	0.9801	0.854586727199893	no	unbiased
Dcitr01g15970.1	16.13	13.79	16.54	15.65	13.74	14.79	16.13	15.65	-0.06242029	0.7548776	0.8993135	260.1769	244.9225	0.515100394100646	no	unbiased
Dcitr01g15980.1	12.61	18.36	16.37	19.41	23.19	19.06	12.61	19.41	0.382546	0.2091574	0.4672162	159.0121	376.7481	0.296797149172335	no	unbiased
Dcitr01g15990.1	15.19	17.75	14.81	15.4	12.2	10.36	15.19	15.4	-0.333466709020675	0.118987203542077	0.32676501725337	230.7361	237.16	0.493135334960048	no	unbiased
Dcitr01g16000.1	6.56	6.29	8.18	7.76	10.43	8.57	6.56	7.76	0.3597137	0.251814	0.5201836	43.0336	60.2176	0.416785470774189	no	unbiased
Dcitr01g16020.1	13.7	11.69	9.92	10.97	12.31	11.43	13.7	10.97	-0.01335916	0.9379825	0.975065	187.69	120.3409	0.609321986852618	no	unbiased
Dcitr01g16030.1	10.65	8.95	13.18	4.72	8.66	8.97	10.65	4.72	-0.525102753196705	0.118255418092482	0.325786458145571	113.4225	22.2784	0.835827175796181	no	unbiased
Dcitr01g16050.1	4.71	3.63	4.11	7.45	5.51	6.1	4.71	7.45	0.6241508	0.02801307	0.1159674	22.1841	55.5025	0.285558899475585	no	unbiased
Dcitr01g16060.1	9.67	9.34	5.69	11.71	5.24	9.77	9.67	11.71	0.1098923	0.765995	0.9040257	93.5089	137.1241	0.40544458078419	no	unbiased
Dcitr01g16070.1	42.88	26.59	32.59	24.74	28	18.65	42.88	24.74	-0.505728729298077	0.0353080419617692	0.138454378763829	1838.6944	612.0676	0.750254165847194	no	unbiased
Dcitr01g16080.1	37.11	32.96	33.18	27.27	25.75	21.85	37.11	27.27	-0.456531549438416	0.00748181191936096	0.0400244688496504	1377.1521	743.6529	0.649353476627979	no	unbiased
Dcitr01g16100.1	36.03	27.53	31.71	26.87	27.67	23.6	36.03	26.87	-0.276082	0.0892063	0.2689843	1298.1609	721.9969	0.64260371145264	no	unbiased
Dcitr01g16110.1	3.53	4.41	5.6	3.96	4.2	5.83	3.53	3.96	0.04223045	0.9137893	0.9657791	12.4609	15.6816	0.442778715465932	no	unbiased
Dcitr01g16140.1	4.51	3.67	2.59	3.94	4.18	5.24	4.51	3.94	0.3303004	0.4529241	0.7161729	20.3401	15.5236	0.567150070963119	no	unbiased
Dcitr01g16210.1	4.96	6.29	6.86	4.07	5.02	8.48	4.96	4.07	-0.02739095	0.9346769	0.9737302	24.6016	16.5649	0.597612136081523	no	unbiased
Dcitr01g16230.1	9.95	10.98	9.3	14.56	15.56	15.81	9.95	14.56	0.6128583	0.000102534	0.0008752063	99.0025	211.9936	0.318340004906814	no	unbiased
Dcitr01g16240.1	69.74	71.4	63.04	49.88	61.46	54.7	69.74	49.88	-0.288720700620951	0.109664832572885	0.309893041225426	4863.6676	2488.0144	0.661572086496668	no	unbiased
Dcitr01g16250.1	47.06	64.73	49.08	49.77	36.34	58.47	47.06	49.77	-0.1482805	0.498013	0.7512872	2214.6436	2477.0529	0.472034710685143	no	unbiased
Dcitr01g16260.1	1.58	1.29	0.26	1.53	1.3	1.72	1.58	1.53	0.578394	0.390134	0.6625308	2.4964	2.3409	0.516073015938643	no	unbiased
Dcitr01g16290.1	25.51	16.67	21.27	26.46	22.93	10.97	25.51	26.46	-0.06504651	0.9068905	0.9635609	650.7601	700.1316	0.48172632935712	no	unbiased
Dcitr01g16340.1	1.11	1.42	2.59	4.71	7.71	4.73	1.11	4.71	1.748455	0.0002848361	0.002231756	1.2321	22.1841	0.0526174187101238	yes	male_biased
Dcitr01g16370.1	35.62	32.24	31.35	31.91	37.47	24.36	35.62	31.91	-0.078712	0.7421041	0.8939351	1268.7844	1018.2481	0.554773226878061	no	unbiased
Dcitr01g16400.1	24.04	29.32	23.61	14.5	9.82	14.26	24.04	14.5	-0.98800479464391	0.000995619760312281	0.00691087071881192	577.9216	210.25	0.733243369844841	no	unbiased
Dcitr01g16410.1	14.63	10.37	14.63	12.6	8.31	10.31	14.63	12.6	-0.336999919725946	0.139916285848354	0.364275440248357	214.0369	158.76	0.574138089667591	no	unbiased
Dcitr01g16420.1	3.14	3.42	4.29	4.26	3.11	3.14	3.14	4.26	-0.05046096	0.9275343	0.9714746	9.8596	18.1476	0.352038047359251	no	unbiased
Dcitr01g16430.1	3.11	3.24	2.27	2	2.45	3.7	3.11	2	-0.06185002	0.9096385	0.9645367	9.6721	4	0.707433386239129	no	unbiased
Dcitr01g16450.1	6.4	8.99	7.55	4.29	7.55	10.55	6.4	4.29	-0.01064903	0.9772958	0.9906858	40.96	18.4041	0.689979297252043	no	unbiased
Dcitr01g16460.1	36.18	36.75	35.63	33.31	39.2	34.46	36.18	33.31	-0.01288487	0.9427193	0.9767821	1308.9924	1109.5561	0.541230576934885	no	unbiased
Dcitr01g16470.1	60.84	56.97	55.24	57.82	55.65	71.97	60.84	57.82	0.1116697	0.50525	0.7565948	3701.5056	3343.1524	0.525434392982598	no	unbiased
Dcitr01g16480.1	18.64	16	15.68	26.08	21	22.83	18.64	26.08	0.4787966	0.08084181	0.2527274	347.4496	680.1664	0.338112290972503	no	unbiased
Dcitr01g16490.1	11.14	11.6	16.99	14.2	13.48	14.34	11.14	14.2	0.08313269	0.7665174	0.9042151	124.0996	201.64	0.380977934521931	no	unbiased
Dcitr01g16530.1	32.77	28.99	21.85	39.32	44.41	32.9	32.77	39.32	0.4951	0.1820646	0.428361	1073.8729	1546.0624	0.409885274647813	no	unbiased
Dcitr01g16560.1	320.95	296.34	306.38	284.46	265.13	267.93	320.95	284.46	-0.1679388	0.1235236	0.3348005	103008.9025	80917.4916	0.56005503181884	no	unbiased
Dcitr01g16570.1	45.63	43.04	36.22	33.98	37.26	35.51	45.63	33.98	-0.2147723	0.1757214	0.4193887	2082.0969	1154.6404	0.643270277139884	no	unbiased
Dcitr01g16580.1	0.79	0.5	1.63	59.14	77.95	58.37	0.79	59.14	6.109668	5.542962e-48	1.463696e-45	0.6241	3497.5396	0.000178407888687428	yes	male_biased
Dcitr01g16590.1	33.69	38.25	40.47	45.35	33.17	44.67	33.69	45.35	0.1369273	0.5433911	0.7829206	1135.0161	2056.6225	0.355621748652871	no	unbiased
Dcitr01g16600.1	37.79	38.52	36.63	33.18	42.37	37.4	37.79	33.18	0.007527148	0.9703524	0.9883737	1428.0841	1100.9124	0.564684095055094	no	unbiased
Dcitr01g16610.1	42.06	47.72	44.85	54.94	33.56	47.92	42.06	54.94	0.02176291	0.9231331	0.9696305	1769.0436	3018.4036	0.369517098799544	no	unbiased
Dcitr01g16620.1	35.45	35.95	37.01	32.28	24.55	37.76	35.45	32.28	-0.1862879	0.4494881	0.7139233	1256.7025	1041.9984	0.546701182393934	no	unbiased
Dcitr01g16630.1	3.01	2.93	2.08	2.59	2.63	3.12	3.01	2.59	0.06979647	0.8210049	0.9289057	9.0601	6.7081	0.574580484773151	no	unbiased
Dcitr01g16640.1	6.28	6.92	5.65	6.12	7.21	7.56	6.28	6.12	0.1590839	0.4445259	0.7099922	39.4384	37.4544	0.512901077864247	no	unbiased
Dcitr01g16650.1	4.71	4.76	5.52	3.44	4.17	3.54	4.71	3.44	-0.418137730417405	0.238227013213302	0.503212572602289	22.1841	11.8336	0.652134036104734	no	unbiased
Dcitr01g16660.1	214.99	170.66	180.02	150.13	151.42	137.49	214.99	150.13	-0.355643516592216	0.00669981421939361	0.0364699097705676	46220.7001	22539.0169	0.67220608397792	no	unbiased
Dcitr01g16700.1	69.94	61.04	75.57	71.09	51.87	65.13	69.94	71.09	-0.1291997	0.4383333	0.7040449	4891.6036	5053.7881	0.491846248750564	no	unbiased
Dcitr01g16710.1	8.36	8.07	17.31	8.6	7.82	11.85	8.36	8.6	-0.238317	0.6349508	0.836665	69.8896	73.96	0.485851889751518	no	unbiased
Dcitr01g16730.1	0.52	0	0.18	22.32	24.49	20.44	0.52	22.32	6.668341	2.212271e-18	1.056019e-16	0.2704	498.1824	0.000542478645921941	yes	male_biased
Dcitr01g16740.1	21.88	21.26	23.21	139.85	147.21	149.8	21.88	139.85	2.728104	7.32562e-85	6.494162e-82	478.7344	19558.0225	0.0238928087209562	yes	male_biased
Dcitr01g16760.1	12.3	9.46	12.39	13.82	9.33	11.38	12.3	13.82	0.03701117	0.9035975	0.9623929	151.29	190.9924	0.442003445108484	no	unbiased
Dcitr01g16790.1	35.28	36.09	35.79	33.48	22.16	29.94	35.28	33.48	-0.321794487527321	0.123608855826271	0.334956897628171	1244.6784	1120.9104	0.526160083273982	no	unbiased
Dcitr01g16810.1	2.65	3.05	2.83	2.92	1.44	2.62	2.65	2.92	-0.307023899946324	0.457714426233652	0.720534467781057	7.0225	8.5264	0.451639665828451	no	unbiased
Dcitr01g16820.1	38.31	37.36	35.73	34.81	37.88	37.63	38.31	34.81	-0.003651262	0.9808411	0.9921599	1467.6561	1211.7361	0.547757099539216	no	unbiased
Dcitr01g16860.1	15.98	9.96	15.28	13.57	14.59	18.23	15.98	13.57	0.1940488	0.6477745	0.8446658	255.3604	184.1449	0.581017794324664	no	unbiased
Dcitr01g16870.1	28.19	28.83	21.56	22.52	13.52	17.66	28.19	22.52	-0.54356552369382	0.0295448362629106	0.12061873778256	794.6761	507.1504	0.61043165122234	no	unbiased
Dcitr01g16880.1	6	6.28	5.2	4.82	5.58	3.91	6	4.82	-0.292499850657702	0.294994898769782	0.569833725857085	36	23.2324	0.607775474233696	no	unbiased
Dcitr01g16900.1	191.55	202.74	167.21	130.31	125.04	145.62	191.55	130.31	-0.476367279409365	0.000917798739895447	0.00642096965098218	36691.4025	16980.6961	0.683621536274343	no	unbiased
Dcitr01g16910.1	11.99	8.15	7.66	8.89	12.68	6.86	11.99	8.89	0.04353037	0.8907186	0.9560416	143.7601	79.0321	0.645265408753089	no	unbiased
Dcitr01g16920.1	10.05	6.75	6.71	3.18	10.78	6.81	10.05	3.18	-0.1653469	0.7996846	0.9194817	101.0025	10.1124	0.908991503389734	no	unbiased
Dcitr01g16940.1	45.89	44.99	43.69	43.33	38.42	48.81	45.89	43.33	-0.03381013	0.846324	0.9386709	2105.8921	1877.4889	0.528669514666059	no	unbiased
Dcitr01g16950.1	16.99	8.27	12.71	15	10.41	10.98	16.99	15	-0.05092408	0.8582969	0.9428704	288.6601	225	0.561967145199715	no	unbiased
Dcitr01g16960.1	1.27	0	2.89	4.64	1.33	14.67	1.27	4.64	2.457838	0.007379393	0.03961317	1.6129	21.5296	0.069694285405639	yes	male_biased
Dcitr01g16980.1	41.14	31.59	34.99	28.4	28.11	30.83	41.14	28.4	-0.28948855113406	0.112311692035004	0.31486343118284	1692.4996	806.56	0.677254596088865	no	unbiased
Dcitr01g16990.1	9.36	12.12	4.07	17.34	13.52	13.99	9.36	17.34	0.7996638	0.0932805	0.276698	87.6096	300.6756	0.225632086929916	no	unbiased
Dcitr01g17000.1	18.05	19.07	15.97	25.1	23.39	13.07	18.05	25.1	0.204391	0.5462189	0.7849439	325.8025	630.01	0.340864447786569	no	unbiased
Dcitr01g17010.1	12.43	11.46	9.91	7.51	13.14	9.78	12.43	7.51	-0.1328009	0.6178079	0.8270918	154.5049	56.4001	0.732580545743344	no	unbiased
Dcitr01g17030.1	20.95	28.84	30.4	26.21	27.58	25.22	20.95	26.21	-0.01912567	0.9270237	0.9714429	438.9025	686.9641	0.38983526112241	no	unbiased
Dcitr01g17040.1	15.24	16.89	16.59	25.9	26.77	25.43	15.24	25.9	0.6865532	1.211616e-05	0.0001181254	232.2576	670.81	0.257187391065741	no	unbiased
Dcitr01g17050.1	11.81	17.19	14.02	13.45	13.3	15.95	11.81	13.45	-0.005742969	0.9834574	0.992674	139.4761	180.9025	0.435347741703098	no	unbiased
Dcitr01g17060.1	78.26	104.69	105.21	76.77	75.25	97.09	78.26	76.77	-0.204498	0.2949136	0.5697654	6124.6276	5893.6329	0.509610155313242	no	unbiased
Dcitr01g17080.1	34.25	34.4	29.11	21.06	25.17	17.98	34.25	21.06	-0.601486738742773	0.00957171361501571	0.0489874382168907	1173.0625	443.5236	0.72564183250122	no	unbiased
Dcitr01g17090.1	23.88	30.47	31.22	28.36	30.9	18.37	23.88	28.36	-0.1430992	0.5633317	0.7958463	570.2544	804.2896	0.414868058061437	no	unbiased
Dcitr01g17100.1	34.38	29.07	26.36	28.61	24.23	16.9	34.38	28.61	-0.362923624255961	0.166913048783579	0.405155065216701	1181.9844	818.5321	0.590839615669253	no	unbiased
Dcitr01g17120.1	22.38	37.74	30.9	30.79	24.54	21.05	22.38	30.79	-0.2608813	0.2556307	0.5255125	500.8644	948.0241	0.345688712416449	no	unbiased
Dcitr01g17130.1	12.12	7.59	3.57	10.7	5.86	6.79	12.12	10.7	-0.006082956	0.9899329	0.9948694	146.8944	114.49	0.561986101695434	no	unbiased
Dcitr01g17150.1	10.55	11.19	11.99	11.88	10.65	10.69	10.55	11.88	-0.02121207	0.9433495	0.9767821	111.3025	141.1344	0.440912164584496	no	unbiased
Dcitr01g17160.1	14.25	10.47	22.54	11.22	21.25	14.8	14.25	11.22	0.00750633	0.9836613	0.9927745	203.0625	125.8884	0.617303372630991	no	unbiased
Dcitr01g17170.1	28.17	19.63	19.28	21.45	24.96	29.85	28.17	21.45	0.2072084	0.4962257	0.7500496	793.5489	460.1025	0.632990080017459	no	unbiased
Dcitr01g17190.1	57.01	44.79	57.66	51.7	53.96	60.06	57.01	51.7	0.06704791	0.6744971	0.8584612	3250.1401	2672.89	0.548729289759983	no	unbiased
Dcitr01g17200.1	37.01	36.37	38.09	106.13	116.66	106.08	37.01	106.13	1.568675	2.580707e-29	3.202915e-27	1369.7401	11263.5769	0.108422839385729	yes	male_biased
Dcitr01g17210.1	8.33	6.38	7.76	5.67	4.17	6.77	8.33	5.67	-0.421498951104005	0.152436904595518	0.382432670898519	69.3889	32.1489	0.68337998262716	no	unbiased
Dcitr01g17220.1	31.96	28.1	29.16	24.01	27.56	24.15	31.96	24.01	-0.2263418	0.2065692	0.4628507	1021.4416	576.4801	0.639231321534716	no	unbiased
Dcitr01g17230.1	13.36	14.65	15.23	14.15	12.47	14.38	13.36	14.15	-0.07097895	0.6920214	0.868596	178.4896	200.2225	0.471306831759535	no	unbiased
Dcitr01g17240.1	8.7	6.55	4.81	14.64	9.17	13.81	8.7	14.64	0.9186639	0.002899289	0.01774314	75.69	214.3296	0.26098236119214	no	unbiased
Dcitr01g17250.1	116.03	149.71	114.19	96.91	95.94	86.19	116.03	96.91	-0.443181889012842	0.011132935736633	0.0556019579184517	13462.9609	9391.5481	0.589072418926173	no	unbiased
Dcitr01g17260.1	226.62	256.03	227.08	221.42	251.01	193.32	226.62	221.42	-0.0867875	0.5712672	0.8004062	51356.6244	49026.8164	0.511604543445775	no	unbiased
Dcitr01g17270.1	15.16	11.63	15.7	11.02	11.08	15.11	15.16	11.02	-0.1779119	0.5106175	0.7594096	229.8256	121.4404	0.654277954598509	no	unbiased
Dcitr01g17280.1	1.09	0.93	0	140.45	148.8	133.44	1.09	140.45	7.676804	8.900155e-25	7.778861e-23	1.1881	19726.2025	6.02259074243707e-05	yes	male_biased
Dcitr01g17300.1	3.79	5.98	4.37	4.16	5.39	2.27	3.79	4.16	-0.2563032	0.5157293	0.7630962	14.3641	17.3056	0.453559711648674	no	unbiased
Dcitr01g17310.1	2.85	2.76	2.67	1.88	2.63	2.8	2.85	1.88	-0.1718589	0.7138614	0.8807768	8.1225	3.5344	0.696797604852062	no	unbiased
Dcitr01g17320.1	5.18	4.95	3.71	3.96	3.21	2.44	5.18	3.96	-0.528318998303643	0.166653665545439	0.404683749380639	26.8324	15.6816	0.6311426824105	no	unbiased
Dcitr01g17330.1	7.26	2.62	5.35	2.84	1.71	2.91	7.26	2.84	-1.03674810277626	0.0954029251234084	0.28131283053139	52.7076	8.0656	0.867283605273377	no	unbiased
Dcitr01g17340.1	8.46	10.37	9.16	6.71	6.79	7.79	8.46	6.71	-0.387004131218285	0.171199384651056	0.412894590537166	71.5716	45.0241	0.613844249830826	no	unbiased
Dcitr01g17370.1	14.35	10.4	12.73	8.64	10.92	10.42	14.35	8.64	-0.302024723665569	0.310136515996741	0.586664273744178	205.9225	74.6496	0.7339379075824	no	unbiased
Dcitr01g17380.1	15.58	14.74	15.47	16.38	13.96	14.51	15.58	16.38	-0.01932348	0.9321204	0.9723961	242.7364	268.3044	0.474984384808415	no	unbiased
Dcitr01g17390.1	3.67	7.43	7.4	3.1	3.1	4.12	3.67	3.1	-0.829217622854171	0.0509088793129502	0.181777052525657	13.4689	9.61	0.583602338066372	no	unbiased
Dcitr01g17400.1	5.78	12.44	6.99	3.18	6.56	8.73	5.78	3.18	-0.461087539280618	0.382556335210182	0.656834981339022	33.4084	10.1124	0.76764213893127	no	unbiased
Dcitr01g17430.1	6.63	6.68	2.97	5.23	1.73	2.79	6.63	5.23	-0.741454661928809	0.193876442051321	0.445180485161692	43.9569	27.3529	0.61642158581289	no	unbiased
Dcitr01g17440.1	56.62	92.73	51.49	92.73	122.9	90.63	56.62	92.73	0.6049881	0.0139991	0.0670563	3205.8244	8598.8529	0.271572387667048	no	unbiased
Dcitr01g17450.1	32.02	25.38	22.43	24.74	27.65	25.3	32.02	24.74	-0.02999339	0.9041371	0.962565	1025.2804	612.0676	0.626183560244982	no	unbiased
Dcitr01g17460.1	285.84	401.58	369.55	487.37	608.54	519.21	285.84	487.37	0.6147209	6.013313e-05	0.0005300514	81704.5056	237529.5169	0.25593921650378	no	unbiased
Dcitr01g17480.1	37.57	30.16	32.39	29.18	36.86	33.34	37.57	29.18	0.003768806	0.9868503	0.993799	1411.5049	851.4724	0.623737984468514	no	unbiased
Dcitr01g17490.1	268.63	456.22	373.28	533.31	684.54	502.18	268.63	533.31	0.6467777	0.003722529	0.02203162	72162.0769	284419.5561	0.202371827995975	no	unbiased
Dcitr01g17500.1	15.22	11.56	14.76	13.09	10.6	11.78	15.22	13.09	-0.2182013	0.5178468	0.7648455	231.6484	171.3481	0.574814917747425	no	unbiased
Dcitr01g17540.1	66.98	60.58	74.98	72.63	76.55	62.26	66.98	72.63	0.06958643	0.6447048	0.8421237	4486.3204	5275.1169	0.459596293263083	no	unbiased
Dcitr01g17570.1	8.51	6.06	7.76	16.32	13.3	11.18	8.51	16.32	0.8742118	0.0008466848	0.005953657	72.4201	266.3424	0.213778384561455	no	unbiased
Dcitr01g17580.1	8.84	15.04	14.43	11.27	11.38	15.86	8.84	11.27	0.01557341	0.9694332	0.9880624	78.1456	127.0129	0.380903545307652	no	unbiased
Dcitr01g17630.1	0	0.1	0	2.97	2.61	1.94	0	2.97	6.190937	1.456987e-06	1.603073e-05	0	8.8209	0	yes	male_limited
Dcitr01g17660.1	9.63	11.54	4.07	16.34	17.94	13.61	9.63	16.34	0.9171572	0.02566977	0.1085107	92.7369	266.9956	0.257794055304984	no	unbiased
Dcitr01g17680.1	4.22	4.32	1.63	1.84	5.01	4.25	4.22	1.84	0.1600669	0.723098	0.8859677	17.8084	3.3856	0.840256676417854	no	unbiased
Dcitr01g17690.1	9.48	6.17	7.18	18.75	8.23	11.21	9.48	18.75	0.7460581	0.06558166	0.2189528	89.8704	351.5625	0.203587906565188	no	unbiased
Dcitr01g17700.1	203.67	178.36	200.21	175.62	170.31	160.56	203.67	175.62	-0.1933876	0.09702842	0.2843394	41481.4689	30842.3844	0.573551698468477	no	unbiased
Dcitr01g17710.1	60.91	57.24	54.02	57.46	39.07	52.37	60.91	57.46	-0.2018117	0.2316102	0.4972348	3710.0281	3301.6516	0.529121160511653	no	unbiased
Dcitr01g17720.1	20.45	17.99	22.79	19.78	14.46	16.38	20.45	19.78	-0.2705944	0.2380077	0.5032126	418.2025	391.2484	0.516649620131375	no	unbiased
Dcitr01g17730.1	76.58	74.1	93.06	52.71	49.07	64.69	76.58	52.71	-0.536402340512201	0.011239295463399	0.0560429473669124	5864.4964	2778.3441	0.678538080160105	no	unbiased
Dcitr01g17740.1	23.98	23.15	28.62	28.45	31.02	25.51	23.98	28.45	0.1723676	0.5394497	0.7798944	575.0404	809.4025	0.415358697711549	no	unbiased
Dcitr01g17750.1	373.95	421.02	378.18	267.18	275.15	294.59	373.95	267.18	-0.479063738298458	0.000169588374684809	0.00138562298763211	139838.6025	71385.1524	0.662040131642409	no	unbiased
Dcitr01g17760.1	168.62	187.45	156.67	180.91	198.4	176.39	168.62	180.91	0.1227129	0.3349089	0.6138759	28432.7044	32728.4281	0.464881914997241	no	unbiased
Dcitr01g17770.1	139.71	134.08	134.89	129.19	151.46	93.16	139.71	129.19	-0.1261904	0.5506069	0.7879688	19518.8841	16690.0561	0.539062562786635	no	unbiased
Dcitr01g17790.1	14.31	18.02	14	43.88	21.67	25.11	14.31	43.88	0.9583019	0.02504699	0.1064069	204.7761	1925.4544	0.0961286114343025	no	unbiased
Dcitr01g17800.1	56.37	56.54	39.63	53.53	55.2	51.51	56.37	53.53	0.07968564	0.643904	0.8414672	3177.5769	2865.4609	0.525824428898988	no	unbiased
Dcitr01g17810.1	14.1	17.62	13.24	12.79	11.66	19.39	14.1	12.79	-0.02545166	0.9326779	0.97281	198.81	163.5841	0.548601646660362	no	unbiased
Dcitr01g17830.1	8.35	7.01	4.06	5.41	6.93	6.05	8.35	5.41	-0.07073952	0.7958963	0.9189349	69.7225	29.2681	0.704334552977757	no	unbiased
Dcitr01g17840.1	25.53	19.32	22.99	24.48	19.01	23.65	25.53	24.48	-0.003855747	0.9899796	0.9948694	651.7809	599.2704	0.520986549472432	no	unbiased
Dcitr01g17850.1	0.9	0.25	0.51	11.77	11.76	8.03	0.9	11.77	4.303855	8.112051e-22	5.44209e-20	0.81	138.5329	0.00581299800707463	yes	male_biased
Dcitr01g17860.1	20.83	16.48	19.78	14.34	15.29	14.18	20.83	14.34	-0.371765663625244	0.0371734188567247	0.143815243588158	433.8889	205.6356	0.678455477468025	no	unbiased
Dcitr01g17870.1	23.82	12.68	9.47	7.59	13.25	9.61	23.82	7.59	-0.568484261940132	0.363695995172156	0.640889130073074	567.3924	57.6081	0.907827113738309	no	unbiased
Dcitr01g17880.1	19.36	21.6	15.11	16.48	14.4	12.71	19.36	16.48	-0.360631170067276	0.0690643400254353	0.227437966680247	374.8096	271.5904	0.579841584158416	no	unbiased
Dcitr01g17910.1	56	51.66	56.61	49.72	59.18	61.74	56	49.72	0.06380107	0.6663103	0.8546548	3136	2472.0784	0.5591933236882	no	unbiased
Dcitr01g17920.1	6.02	6.38	5.52	6.42	5.92	6.29	6.02	6.42	0.06187899	0.8540396	0.9411449	36.2404	41.2164	0.467878869253571	no	unbiased
Dcitr01g17930.1	2.96	1.19	0.63	1.43	2.3	2.21	2.96	1.43	0.3583587	0.4469561	0.7123193	8.7616	2.0449	0.810771295053903	no	unbiased
Dcitr01g17940.1	1.63	2.36	2.43	2.84	2.03	0.75	1.63	2.84	-0.2157198	0.7083458	0.8777289	2.6569	8.0656	0.247787363021683	no	unbiased
Dcitr01g17950.1	5.53	4.79	5.83	4.87	5.7	4.39	5.53	4.87	-0.1055752	0.7820782	0.9127678	30.5809	23.7169	0.563206980761651	no	unbiased
Dcitr01g17960.1	475.17	605.15	487.97	628.23	645.4	604.76	475.17	628.23	0.2663005	0.04008761	0.1525222	225786.5289	394672.9329	0.363902144783119	no	unbiased
Dcitr01g17980.1	7.86	5.75	8.67	9.82	8.46	6.13	7.86	9.82	0.1341324	0.7336224	0.8902016	61.7796	96.4324	0.390486183096099	no	unbiased
Dcitr01g17990.1	8.18	8.52	6.66	9.47	8.69	7.77	8.18	9.47	0.1551424	0.3901956	0.6625308	66.9124	89.6809	0.427300529460711	no	unbiased
Dcitr01g18000.1	14.15	12.17	13.74	17.76	18.23	17.2	14.15	17.76	0.4188199	0.03377785	0.1336789	200.2225	315.4176	0.38829893175492	no	unbiased
Dcitr01g18020.1	8.99	12.98	16.71	21.74	12.23	13.35	8.99	21.74	0.2825986	0.4158653	0.6853412	80.8201	472.6276	0.146030239171651	no	unbiased
Dcitr01g18050.1	0	0	0	21.03	19.59	13.68	0	21.03	8.235688	2.72587e-11	5.019402e-10	0	442.2609	0	yes	male_limited
Dcitr01g18060.1	2.14	1.88	1.72	6.3	6.07	5.02	2.14	6.3	1.604276	2.314127e-06	2.501797e-05	4.5796	39.69	0.103447964291523	yes	male_biased
Dcitr01g18090.1	0	0	0	17.38	18.33	13.65	0	17.38	7.961019	1.560614e-10	2.628057e-09	0	302.0644	0	yes	male_limited
Dcitr01g18100.1	17.7	19.6	14.85	20.95	23.6	18.49	17.7	20.95	0.2644073	0.4776012	0.7358793	313.29	438.9025	0.416502424578815	no	unbiased
Dcitr01g18110.1	0.33	0	0	14.49	13.74	12.42	0.33	14.49	6.912242	2.808822e-08	3.704601e-07	0.1089	209.9601	0.000518401096782486	yes	male_biased
Dcitr01g18120.1	8.37	7.95	7.66	6.5	7.79	7.6	8.37	6.5	-0.1159249	0.6010955	0.8185425	70.0569	42.25	0.623798715840255	no	unbiased
Dcitr01g18130.1	473.63	436.84	450.76	352.59	410.47	364.34	473.63	352.59	-0.262671	0.03738398	0.1444498	224325.3769	124319.7081	0.643420448333582	no	unbiased
Dcitr01g18140.1	233.76	191.34	192.44	148.12	180.33	157.63	233.76	148.12	-0.333726083722116	0.0355627191988456	0.139364985152154	54643.7376	21939.5344	0.713520540099148	no	unbiased
Dcitr01g18150.1	4.14	4.98	2.14	10.24	4.2	5.47	4.14	10.24	0.8072602	0.1534312	0.3839182	17.1396	104.8576	0.14049174899096	no	unbiased
Dcitr01g18160.1	7.19	6.96	6.19	7.37	9.02	9.7	7.19	7.37	0.3657214	0.1520316	0.3820336	51.6961	54.3169	0.487639251789875	no	unbiased
Dcitr01g18170.1	4.4	4.03	4.38	3.81	5.89	4.65	4.4	3.81	0.1975207	0.6100245	0.8232663	19.36	14.5161	0.571494357378801	no	unbiased
Dcitr01g18190.1	250.47	191.68	188.88	157.08	138.23	130.96	250.47	157.08	-0.556428932326751	0.000616590943414004	0.00445950477780373	62735.2209	24674.1264	0.717717530651324	no	unbiased
Dcitr01g18200.1	71.06	46.65	59.45	44.89	39.44	40.96	71.06	44.89	-0.478727619070536	0.080965967604598	0.252924395655843	5049.5236	2015.1121	0.714760649300006	no	unbiased
