gene_id	chr	male	male_category	female	female_category
Dcitr01g20340.1	DC3.0sc01	0.021763204068909	Low	0.0186095331671021	Low
Dcitr01g20350.1	DC3.0sc01	0.00709347890900955	Low	0	None
Dcitr01g20360.1	DC3.0sc01	0.00955623793959903	Low	0.00946992920625866	Low
Dcitr01g20370.1	DC3.0sc01	0.0281272047316584	Low	0.0245173774470439	Low
Dcitr01g20380.1	DC3.0sc01	0.00975333768966833	Low	0.00697121224036036	Low
Dcitr01g20390.1	DC3.0sc01	0.215059392559861	Low	0.316040916231261	Medium
Dcitr01g20410.1	DC3.0sc01	0.587772132031628	Medium	0.614876503800087	Medium
Dcitr01g20420.1	DC3.0sc01	0.0441774949763138	Low	0.0499387686313772	Low
Dcitr01g20430.1	DC3.0sc01	0.0278040691322973	Low	0.0274718803799201	Low
Dcitr01g20440.1	DC3.0sc01	0.036868439723979	Low	0.0357521928960504	Low
Dcitr01g20450.1	DC3.0sc01	0.374817751253107	Medium	0.300466480319608	Medium
Dcitr01g20460.1	DC3.0sc01	0.193529796008443	Low	0.176213621415739	Low
Dcitr01g20470.1	DC3.0sc01	0.714285714285714	High	0.833333333333333	High
Dcitr01g20480.1	DC3.0sc01	0.106813413707398	Low	0.119757296731402	Low
Dcitr01g20490.1	DC3.0sc01	0.00613148937168044	Low	0.00752492972321999	Low
Dcitr01g20500.1	DC3.0sc01	0.488065172170928	Medium	0.467621829056466	Medium
Dcitr01g20520.1	DC3.0sc01	0.326425607005224	Medium	0.307233830323595	Medium
Dcitr01g20530.1	DC3.0sc01	0.619448223733938	Medium	0.67450065366732	Medium
Dcitr01g20540.1	DC3.0sc01	0.425395195295315	Medium	0.436900096319573	Medium
Dcitr01g20550.1	DC3.0sc01	0.112820512820513	Low	0.0666666666666667	Low
Dcitr01g20560.1	DC3.0sc01	0.563905209984801	Medium	0.579962333960512	Medium
Dcitr01g20570.1	DC3.0sc01	0.0304503315916605	Low	0.0316845098374408	Low
Dcitr01g20580.1	DC3.0sc01	0.056563027419792	Low	0.0575430307736492	Low
Dcitr01g20590.1	DC3.0sc01	0.0557512103716423	Low	0.0284498581358213	Low
Dcitr01g20600.1	DC3.0sc01	0.0169813990454584	Low	0.0201234525522326	Low
Dcitr01g20610.1	DC3.0sc01	0.0702277985795846	Low	0.0939853644797133	Low
Dcitr01g20620.1	DC3.0sc01	0.0748622113880067	Low	0.077287910158911	Low
Dcitr01g20630.1	DC3.0sc01	0.0586641578857865	Low	0.0877924323746991	Low
Dcitr01g20640.1	DC3.0sc01	0.902777777777778	High	0.9625	High
Dcitr01g20650.1	DC3.0sc01	0.0268094554905978	Low	0.0282615969892596	Low
Dcitr01g20660.1	DC3.0sc01	0.0603772774171256	Low	0.0960039180185216	Low
Dcitr01g20670.1	DC3.0sc01	0.0102797207945071	Low	0.00845227070070776	Low
Dcitr01g20680.1	DC3.0sc01	0.00708686120040291	Low	0.0159297922650412	Low
Dcitr01g20690.1	DC3.0sc01	0.0407032625452204	Low	0.0450188819519212	Low
Dcitr01g20700.1	DC3.0sc01	0.0213921574344412	Low	0.0185695838587784	Low
Dcitr01g20710.1	DC3.0sc01	0.00431171597305783	Low	0.00188829575332643	Low
Dcitr01g20720.1	DC3.0sc01	0.0190689224401004	Low	0.020091826733375	Low
Dcitr01g20730.1	DC3.0sc01	0.0115743149708014	Low	0.0119550069523786	Low
Dcitr01g20740.1	DC3.0sc01	0.0143196384258493	Low	0.0138143770493451	Low
Dcitr01g20750.1	DC3.0sc01	0.0237971443731254	Low	0.029056229471841	Low
Dcitr01g20760.1	DC3.0sc01	0.0592193880393987	Low	0.0658439920022146	Low
Dcitr01g20770.1	DC3.0sc01	0.0564380647934718	Low	0.0604121835709051	Low
Dcitr01g20780.1	DC3.0sc01	0.00462863180280372	Low	0.00589446827753363	Low
Dcitr01g20790.1	DC3.0sc01	0.00681285945554284	Low	0.00578629053427818	Low
Dcitr01g20800.1	DC3.0sc01	0.15240213482754	Low	0.139219500502548	Low
Dcitr01g20810.1	DC3.0sc01	0.00577985680006109	Low	0.00396793157158683	Low
Dcitr01g20820.1	DC3.0sc01	0.00461579283100268	Low	0.00572248595801837	Low
Dcitr01g20830.1	DC3.0sc01	0.0179011610580289	Low	0.018983950017162	Low
Dcitr01g20840.1	DC3.0sc01	0.0139678310135274	Low	0.0153947155571182	Low
Dcitr01g20850.1	DC3.0sc01	0.0255268879218583	Low	0.0331315857783983	Low
Dcitr01g20860.1	DC3.0sc01	0.00564703414909768	Low	0.00746404099042935	Low
Dcitr01g20870.1	DC3.0sc01	0.0109329896162371	Low	0.00627978809499525	Low
Dcitr01g20890.1	DC3.0sc01	0.00982324142542813	Low	0.00523853574732391	Low
Dcitr01g20900.1	DC3.0sc01	0.339968490889844	Medium	0.333388353117647	Medium
Dcitr01g20910.1	DC3.0sc01	0.00721818263073853	Low	0.00706969983602799	Low
Dcitr01g20920.1	DC3.0sc01	0.103545461253618	Low	0.0922287112126492	Low
Dcitr01g20930.1	DC3.0sc01	0.123855519435142	Low	0.116142400402865	Low
Dcitr01g20940.1	DC3.0sc01	0.00493031549938286	Low	0.00351931077889618	Low
Dcitr01g20950.1	DC3.0sc01	0.217861348979023	Low	0.223976548253588	Low
Dcitr01g20960.1	DC3.0sc01	0.205584454577361	Low	0.238514429704566	Low
Dcitr01g20970.1	DC3.0sc01	0.00648612274380107	Low	0.00667389308918233	Low
Dcitr01g20980.1	DC3.0sc01	0.0485722076918096	Low	0.0389765530922659	Low
Dcitr01g20990.1	DC3.0sc01	0.0313648036122466	Low	0.0193540626943914	Low
Dcitr01g21000.1	DC3.0sc01	0.32353850468701	Medium	0.369895020171095	Medium
Dcitr01g21010.1	DC3.0sc01	0.0246350419420665	Low	0.023285814566082	Low
Dcitr01g21020.1	DC3.0sc01	0.0871820424873771	Low	0.0759047091170725	Low
Dcitr01g21030.1	DC3.0sc01	0.00506362622254668	Low	0.00676491470852103	Low
Dcitr01g21040.1	DC3.0sc01	0.00996971801624455	Low	0.010679215922558	Low
Dcitr01g21050.1	DC3.0sc01	0.00675167740898164	Low	0.00573421778094693	Low
Dcitr01g21060.1	DC3.0sc01	0.00842283666354736	Low	0.00771895724431551	Low
Dcitr01g21070.1	DC3.0sc01	0	None	0.00943988586382242	Low
Dcitr01g21080.1	DC3.0sc01	0.0168129046508608	Low	0.0183154473780461	Low
Dcitr01g21090.1	DC3.0sc01	0.0099228910286958	Low	0.0127420706318289	Low
Dcitr01g21100.1	DC3.0sc01	0.00845837223045466	Low	0.00814588265497026	Low
Dcitr01g21110.1	DC3.0sc01	0.00530985820658542	Low	0.00631183917215091	Low
Dcitr01g21130.1	DC3.0sc01	0.00457895900906914	Low	0.00685509165316146	Low
Dcitr01g21140.1	DC3.0sc01	0.0185662769197759	Low	0.0181642995355301	Low
Dcitr01g21150.1	DC3.0sc01	0.00295064019130409	Low	0.00432918281520575	Low
Dcitr01g21160.1	DC3.0sc01	0.0124935874986338	Low	0.0172495530253929	Low
Dcitr01g21170.1	DC3.0sc01	0.00525242895708032	Low	0.0103479599971393	Low
Dcitr01g21180.1	DC3.0sc01	0.0616627974150006	Low	0.0754452431820216	Low
Dcitr01g21190.1	DC3.0sc01	0.00916828760433812	Low	0.00758237073017699	Low
Dcitr01g21200.1	DC3.0sc01	0.242057455165975	Low	0.265969047461296	Low
Dcitr01g21210.1	DC3.0sc01	0.00652322002047485	Low	0.00494968267102127	Low
Dcitr01g21230.1	DC3.0sc01	0.117387851138978	Low	0.112438557534038	Low
Dcitr01g21240.1	DC3.0sc01	0.00535997944403077	Low	0.00526100605799599	Low
Dcitr01g21250.1	DC3.0sc01	0.0302341606030981	Low	0.0440334271706127	Low
Dcitr01g21260.1	DC3.0sc01	0.0457635637600311	Low	0.0341346339324801	Low
Dcitr01g21280.1	DC3.0sc01	0.0155227678809469	Low	0.0171116343739116	Low
Dcitr01g21290.1	DC3.0sc01	0.0422870236064123	Low	0.0435225187739597	Low
Dcitr01g21300.1	DC3.0sc01	0.0460798363345614	Low	0.0443272839645275	Low
Dcitr01g21310.1	DC3.0sc01	0.00686769786658446	Low	0.00660572817395814	Low
Dcitr01g21320.1	DC3.0sc01	0.00749849434942186	Low	0.00773362711695952	Low
Dcitr01g21330.1	DC3.0sc01	0.0106700789568996	Low	0.00860755754709924	Low
Dcitr01g21340.1	DC3.0sc01	0.0762560794182826	Low	0.0738701193009043	Low
Dcitr01g21350.1	DC3.0sc01	0.0511156589169515	Low	0.0577140832579809	Low
Dcitr01g21360.1	DC3.0sc01	0.0418779160790659	Low	0.0414350373932591	Low
Dcitr01g21370.1	DC3.0sc01	0.707027626235985	High	0.709608667935826	High
Dcitr01g21380.1	DC3.0sc01	0.0211115429097612	Low	0.0200010938624244	Low
Dcitr01g21390.1	DC3.0sc01	0.615342806625335	Medium	0.50426223039233	Medium
Dcitr01g21400.1	DC3.0sc01	0.00483196531673017	Low	0.0061051612154851	Low
Dcitr01g21410.1	DC3.0sc01	0.00624219920304466	Low	0.00511324768621895	Low
Dcitr01g21420.1	DC3.0sc01	0	None	0.00489437021033669	Low
Dcitr01g21450.1	DC3.0sc01	0.0198500570469325	Low	0.00529716206930992	Low
Dcitr01g21460.1	DC3.0sc01	0.0128765222512839	Low	0.0142945953748997	Low
Dcitr01g21480.1	DC3.0sc01	0.00248246585455888	Low	0	None
Dcitr01g21490.1	DC3.0sc01	0.00583075884352162	Low	0.0035298072613178	Low
Dcitr01g21500.1	DC3.0sc01	0.0118215017069646	Low	0.0131586304578298	Low
Dcitr01g21510.1	DC3.0sc01	0.00794078965960488	Low	0.0092019201053456	Low
Dcitr01g21520.1	DC3.0sc01	0.00571938525679681	Low	0.00596936738081483	Low
Dcitr01g21530.1	DC3.0sc01	0.0472897273972543	Low	0.0766914328117525	Low
Dcitr01g21540.1	DC3.0sc01	0.00603852198296792	Low	0.00491455488978257	Low
Dcitr01g21550.1	DC3.0sc01	0.005027775314753	Low	0.00411043682756005	Low
Dcitr01g21560.1	DC3.0sc01	0.0276534702762277	Low	0.0474262775036602	Low
Dcitr01g21570.1	DC3.0sc01	0.0465776643098812	Low	0.0465887691923971	Low
Dcitr01g21580.1	DC3.0sc01	0.0786291883668166	Low	0.0766287036866262	Low
Dcitr01g21590.1	DC3.0sc01	0.0215722037166898	Low	0.0285811833637724	Low
Dcitr01g21600.1	DC3.0sc01	0.0253809075719036	Low	0.0384479564697702	Low
Dcitr01g21620.1	DC3.0sc01	0.0159758601701534	Low	0	None
Dcitr01g21640.1	DC3.0sc01	0.243112273446779	Low	0.239596010306232	Low
Dcitr01g21650.1	DC3.0sc01	0.817765567765568	High	0.834455128205128	High
Dcitr01g21660.1	DC3.0sc01	0.0643274853801171	Low	0.0113636363636364	Low
Dcitr01g21670.1	DC3.0sc01	0.00809376689888558	Low	0.0105625016968288	Low
Dcitr01g21690.1	DC3.0sc01	0	None	0	None
Dcitr01g21700.1	DC3.0sc01	0	None	0.078125	Low
Dcitr01g21710.1	DC3.0sc01	0.0413131623884986	Low	0.0434182681574393	Low
Dcitr01g21720.1	DC3.0sc01	0.0670652834411874	Low	0.0736384223863233	Low
Dcitr01g21740.1	DC3.0sc01	0.982847038019452	High	0.938877005009639	High
Dcitr01g21750.1	DC3.0sc01	0.0592214750811139	Low	0.0649537009117418	Low
Dcitr01g21760.1	DC3.0sc01	0.0230418909206717	Low	0.0823566942704011	Low
Dcitr01g21770.1	DC3.0sc01	0.030982905982906	Low	0	None
Dcitr01g21780.1	DC3.0sc01	0.00521647972484794	Low	0.00696074470216593	Low
Dcitr01g21790.1	DC3.0sc01	0.00530996555209146	Low	0.00599429610915739	Low
Dcitr01g21800.1	DC3.0sc01	0.0933410451828675	Low	0.097970211469541	Low
Dcitr01g21810.1	DC3.0sc01	0.00613183638702323	Low	0.00672384017148938	Low
Dcitr01g21820.1	DC3.0sc01	0.0146656900755261	Low	0.0017921146953405	Low
Dcitr01g21830.1	DC3.0sc01	0.0136612021857924	Low	0	None
Dcitr01g21840.1	DC3.0sc01	0.199771932358163	Low	0.162210080836359	Low
Dcitr01g21850.1	DC3.0sc01	0.637546061164078	Medium	0.598677682035844	Medium
Dcitr01g21860.1	DC3.0sc01	0.0580090417478044	Low	0.0959607512644959	Low
Dcitr01g21870.1	DC3.0sc01	0.273598574719175	Low	0.312997928045972	Medium
Dcitr01g21880.1	DC3.0sc01	0.00624214804957343	Low	0.00632575796511869	Low
Dcitr01g21900.1	DC3.0sc01	0.00633673651006035	Low	0.00651981848113363	Low
Dcitr01g21910.1	DC3.0sc01	0.00567476833244854	Low	0.00496930972552702	Low
Dcitr01g21920.1	DC3.0sc01	0.0306068705900651	Low	0.0173549510897383	Low
Dcitr01g21930.1	DC3.0sc01	0.0153061713457895	Low	0.0123372347495494	Low
Dcitr01g21940.1	DC3.0sc01	0.0199394256669648	Low	0.0241935973681203	Low
Dcitr01g21950.1	DC3.0sc01	0.00725974565027951	Low	0.00656777778144763	Low
Dcitr01g21960.1	DC3.0sc01	0.00376441503302055	Low	0.00680672721246943	Low
Dcitr01g21970.1	DC3.0sc01	0.00512914844288866	Low	0.00465636738128667	Low
Dcitr01g21980.1	DC3.0sc01	0.00659848863901581	Low	0.00669784114732133	Low
Dcitr01g21990.1	DC3.0sc01	0.00621136231926422	Low	0.00536575004014452	Low
Dcitr01g22000.1	DC3.0sc01	0.00589176813804671	Low	0.006191585911749	Low
Dcitr01g22010.1	DC3.0sc01	0.00591754045834698	Low	0.00647974214607728	Low
Dcitr01g22020.1	DC3.0sc01	0.100764389590596	Low	0.0990221938890942	Low
Dcitr01g22030.1	DC3.0sc01	0.185069986957533	Low	0.18457732604856	Low
Dcitr01g22040.1	DC3.0sc01	0.342945826145658	Medium	0.383114580494529	Medium
Dcitr01g22050.1	DC3.0sc01	0.00510445033303381	Low	0.00592276255539701	Low
Dcitr01g22060.1	DC3.0sc01	0.00634734078969486	Low	0.00596276648440378	Low
Dcitr01g22070.1	DC3.0sc01	0.00520814731921625	Low	0.0055897616076004	Low
Dcitr01g22080.1	DC3.0sc01	0.00797773272482619	Low	0.00723525995417346	Low
Dcitr01g22090.1	DC3.0sc01	0.00431107658449479	Low	0.00491634014613999	Low
Dcitr01g22100.1	DC3.0sc01	0.0122149665288763	Low	0.00719771528915616	Low
Dcitr01g22110.1	DC3.0sc01	0.00458796365558049	Low	0.00493889804055015	Low
Dcitr01g22120.1	DC3.0sc01	0.0060735864232316	Low	0.00776283519281086	Low
Dcitr01g22140.1	DC3.0sc01	0.0261512344688978	Low	0.0157162846682146	Low
Dcitr01g22150.1	DC3.0sc01	0.00534859812842792	Low	0.00675008127793403	Low
Dcitr01g22160.1	DC3.0sc01	0.00637483425733584	Low	0.00624818104449362	Low
Dcitr01g22170.1	DC3.0sc01	0.0136027771501588	Low	0.0139688091524703	Low
Dcitr01g22180.1	DC3.0sc01	0.0283483104526291	Low	0.0559515729669653	Low
Dcitr01g22190.1	DC3.0sc01	0.00615706900927085	Low	0.00544472687210242	Low
Dcitr01g22200.1	DC3.0sc01	0.00791688747417264	Low	0.00692505285795421	Low
Dcitr01g22210.1	DC3.0sc01	0.0213174301567573	Low	0.012939677843524	Low
Dcitr01g22220.1	DC3.0sc01	0.0120162982497962	Low	0.0111381711781485	Low
Dcitr01g22230.1	DC3.0sc01	0.0319931703108241	Low	0.0213296976175523	Low
Dcitr01g22240.1	DC3.0sc01	0.00669946799033854	Low	0.00665521936174196	Low
Dcitr01g22250.1	DC3.0sc01	0.0242746507531276	Low	0.0259083635888079	Low
Dcitr01g22260.1	DC3.0sc01	0.0972643833208074	Low	0.109694312396552	Low
Dcitr01g22270.1	DC3.0sc01	0.00523430826004194	Low	0.00615443863486915	Low
Dcitr01g22280.1	DC3.0sc01	0	None	0	None
Dcitr01g22290.1	DC3.0sc01	0.0986247062059433	Low	0.0485665537082437	Low
Dcitr01g22300.1	DC3.0sc01	0.0175917605240767	Low	0.0217082181875303	Low
Dcitr01g22310.1	DC3.0sc01	0.686753339202139	Medium	0.7553224585662	High
Dcitr01g22320.1	DC3.0sc01	0.54270274961779	Medium	0.570700823844506	Medium
Dcitr01g22330.1	DC3.0sc01	0.0179476718612175	Low	0.0273029793749765	Low
Dcitr01g22340.1	DC3.0sc01	0.0388621987372338	Low	0.0389830402821913	Low
Dcitr01g22360.1	DC3.0sc01	0.113682490682335	Low	0.108424902991044	Low
Dcitr01g22370.1	DC3.0sc01	0.055519685238734	Low	0.0603885094200717	Low
Dcitr01g22380.1	DC3.0sc01	0.00823091885472735	Low	0.00589882367559038	Low
Dcitr01g22390.1	DC3.0sc01	0.0127016129032258	Low	0.0238095238095238	Low
Dcitr01g22400.1	DC3.0sc01	0.00270511430378603	Low	0.00498310721545611	Low
Dcitr01g22410.1	DC3.0sc01	0.00701590435612996	Low	0.0093205193588198	Low
Dcitr01g22420.1	DC3.0sc01	0.622673520479652	Medium	0.682949636310871	Medium
Dcitr01g22430.1	DC3.0sc01	0.695676055970173	Medium	0.705566165860283	High
Dcitr01g22440.1	DC3.0sc01	0.032114222767018	Low	0.0254198040021009	Low
Dcitr01g22460.1	DC3.0sc01	0.637088782169388	Medium	0.693662272015843	Medium
Dcitr01g22470.1	DC3.0sc01	0.0864773881955796	Low	0.0879567479586287	Low
Dcitr01g22480.1	DC3.0sc01	0.0073629686146493	Low	0.00650950648595126	Low
Dcitr01g22490.1	DC3.0sc01	0.00367192177785154	Low	0.00678477446518683	Low
Dcitr01g22510.1	DC3.0sc01	0.00628212181070299	Low	0.00571104949559898	Low
Dcitr01g22520.1	DC3.0sc01	0.00579889171736601	Low	0.00513296006401471	Low
Dcitr01g22540.1	DC3.0sc01	0	None	0.0041830065359477	Low
Dcitr01g22550.1	DC3.0sc01	0.00814136821428479	Low	0.00905787857826401	Low
Dcitr01g22560.1	DC3.0sc01	0.00617830753470678	Low	0.00473343338326288	Low
Dcitr01g22570.1	DC3.0sc01	0.0023117617749641	Low	0.00542504584861166	Low
Dcitr01g22580.1	DC3.0sc01	0.00908669007801882	Low	0.00885674754470445	Low
Dcitr01g22590.1	DC3.0sc01	0.00785761650956232	Low	0.00556904385327968	Low
Dcitr01g22600.1	DC3.0sc01	0.0185185185185185	Low	0	None
Dcitr01g22610.1	DC3.0sc01	0.0097137579833939	Low	0.0054472262949108	Low
Dcitr01g22620.1	DC3.0sc01	0.00451426023431169	Low	0.00796628303856332	Low
Dcitr01g22630.1	DC3.0sc01	0.00825217166498135	Low	0.00311767726728311	Low
Dcitr01g22640.1	DC3.0sc01	0.00668032796617665	Low	0.00525585495180802	Low
Dcitr01g22650.1	DC3.0sc01	0.00249104650583988	Low	0.00840209025380222	Low
Dcitr01g22660.1	DC3.0sc01	0.00569724928679202	Low	0.00676669647595608	Low
Dcitr01g22670.1	DC3.0sc01	0.00900480733644582	Low	0.00901826918953887	Low
Dcitr01g22680.1	DC3.0sc01	0.00614732068669423	Low	0.00538763987916284	Low
Dcitr01g22690.1	DC3.0sc01	0.00277278903744754	Low	0.00646798896740276	Low
Dcitr01g22700.1	DC3.0sc01	0.0334654635859455	Low	0.0580534030968369	Low
Dcitr01g22710.1	DC3.0sc01	0.466492948056416	Medium	0.59728835978836	Medium
Dcitr01g22720.1	DC3.0sc01	0.128482875027038	Low	0.14261728480321	Low
Dcitr01g22730.1	DC3.0sc01	0.192127381994142	Low	0.20808357483626	Low
Dcitr01g22740.1	DC3.0sc01	0.00652454955432725	Low	0.0050311998834268	Low
Dcitr01g22750.1	DC3.0sc01	0.0648862905780856	Low	0.0834701276689626	Low
Dcitr02g01000.1	DC3.0sc02	0.285151665738866	Low	0.285983295697011	Low
Dcitr02g01010.1	DC3.0sc02	0	None	0.00427350427350427	Low
Dcitr02g01020.1	DC3.0sc02	0.00910200530876944	Low	0.010941353549429	Low
Dcitr02g01030.1	DC3.0sc02	0.00788681461882092	Low	0.00625137699294948	Low
Dcitr02g01040.1	DC3.0sc02	0.00836608404053601	Low	0.00904840012716157	Low
Dcitr02g01050.1	DC3.0sc02	0	None	0.00675675675675675	Low
Dcitr02g01060.1	DC3.0sc02	0.00707501352478589	Low	0.00878565771085233	Low
Dcitr02g01070.1	DC3.0sc02	0.180434431544738	Low	0.18609558081492	Low
Dcitr02g01080.1	DC3.0sc02	0.00868744885996404	Low	0.00932491010275356	Low
Dcitr02g01090.1	DC3.0sc02	0.00810159750515252	Low	0.00694431535164165	Low
Dcitr02g01100.1	DC3.0sc02	0.0451988596115607	Low	0.0486165016662861	Low
Dcitr02g01110.1	DC3.0sc02	0.0151440458558148	Low	0.0116728235587803	Low
Dcitr02g01120.1	DC3.0sc02	0	None	0.00786312340735348	Low
Dcitr02g01140.1	DC3.0sc02	0.00916726084434192	Low	0.00698038368837511	Low
Dcitr02g01150.1	DC3.0sc02	0.00949547859129004	Low	0.0113511965404302	Low
Dcitr02g01160.1	DC3.0sc02	0.0113844949350009	Low	0.0103641006628858	Low
Dcitr02g01170.1	DC3.0sc02	0.274871784848781	Low	0.266134992364339	Low
Dcitr02g01180.1	DC3.0sc02	0.00181159420289855	Low	0.0190914868657955	Low
Dcitr02g01190.1	DC3.0sc02	0	None	0.0240416724490858	Low
Dcitr02g01200.1	DC3.0sc02	0.00881149681817074	Low	0.016681099820154	Low
Dcitr02g01210.1	DC3.0sc02	0.00733749021329529	Low	0.00935748169240525	Low
Dcitr02g01220.1	DC3.0sc02	0.011407573115533	Low	0.0108386252622676	Low
Dcitr02g01230.1	DC3.0sc02	0.00901581966712112	Low	0.00852672069272475	Low
Dcitr02g01240.1	DC3.0sc02	0.00716636361000525	Low	0.00707123295753231	Low
Dcitr02g01250.1	DC3.0sc02	0.0409549809617327	Low	0.043939126681261	Low
Dcitr02g01260.1	DC3.0sc02	0.00882813656507306	Low	0.00820961450110525	Low
Dcitr02g01270.1	DC3.0sc02	0.0264675475574247	Low	0.0225715881743052	Low
Dcitr02g01280.1	DC3.0sc02	0.00757422094848619	Low	0.0118150303947652	Low
Dcitr02g01290.1	DC3.0sc02	0.0344066322585432	Low	0.0403340514338434	Low
Dcitr02g01300.1	DC3.0sc02	0.00828476739347367	Low	0.00991068618269463	Low
Dcitr02g01310.1	DC3.0sc02	0.01218296655458	Low	0.0142373784943937	Low
Dcitr02g01320.1	DC3.0sc02	0.0363925537484042	Low	0.0377631470837788	Low
Dcitr02g01330.1	DC3.0sc02	0.0115039206967087	Low	0.0155667816711029	Low
Dcitr02g01340.1	DC3.0sc02	0.076289896387937	Low	0.0717721601342039	Low
Dcitr02g01350.1	DC3.0sc02	0.0198458238906383	Low	0.0195527692203668	Low
Dcitr02g01360.1	DC3.0sc02	0.00548337433318663	Low	0.00635480249783764	Low
Dcitr02g01370.1	DC3.0sc02	0.0116110681447357	Low	0.0160397063356753	Low
Dcitr02g01380.1	DC3.0sc02	0.0341620001921194	Low	0.0413580950039803	Low
Dcitr02g01390.1	DC3.0sc02	0.0141843971631206	Low	0.00185185185185185	Low
Dcitr02g01400.1	DC3.0sc02	0.00584716499667552	Low	0.00622831166133061	Low
Dcitr02g01410.1	DC3.0sc02	0.0226465430978737	Low	0.0196610978361267	Low
Dcitr02g01420.1	DC3.0sc02	0.101871588913327	Low	0.14048772387814	Low
Dcitr02g01430.1	DC3.0sc02	0.00442619757166668	Low	0.00647047105151886	Low
Dcitr02g01440.1	DC3.0sc02	0.00734893080511187	Low	0.0091409110887294	Low
Dcitr02g01450.1	DC3.0sc02	0.00449370629383331	Low	0.00587856889610584	Low
Dcitr02g01460.1	DC3.0sc02	0.00704530719622386	Low	0.00681911613364013	Low
Dcitr02g01470.1	DC3.0sc02	0.00752328250010022	Low	0.0090296366994722	Low
Dcitr02g01480.1	DC3.0sc02	0.0038441525705805	Low	0.00626450586267205	Low
Dcitr02g01490.1	DC3.0sc02	0.00680494544309091	Low	0.00775439896613495	Low
Dcitr02g01500.1	DC3.0sc02	0.00673034207340057	Low	0.00986528923852695	Low
Dcitr02g01510.1	DC3.0sc02	0.00545685637615626	Low	0.00556699204593746	Low
Dcitr02g01520.1	DC3.0sc02	0.194346546493993	Low	0.210406572462974	Low
Dcitr02g01530.1	DC3.0sc02	0.00672134908386998	Low	0.0207004767391304	Low
Dcitr02g01540.1	DC3.0sc02	0.00654242515034665	Low	0.00681737219245946	Low
Dcitr02g01550.1	DC3.0sc02	0.00626968362766607	Low	0.00451310244399125	Low
Dcitr02g01560.1	DC3.0sc02	0.0123278633649553	Low	0.00727104175431306	Low
Dcitr02g01570.1	DC3.0sc02	0.012098454113703	Low	0.0121779978345438	Low
Dcitr02g01580.1	DC3.0sc02	0.0816585773631243	Low	0.0811716933661478	Low
Dcitr02g01590.1	DC3.0sc02	0.0076979117676915	Low	0.00725708232086324	Low
Dcitr02g01600.1	DC3.0sc02	0.0193370332800028	Low	0.0179248835286662	Low
Dcitr02g01610.1	DC3.0sc02	0.00600261169827161	Low	0.00544940554824014	Low
Dcitr02g01620.1	DC3.0sc02	0.00565841706192208	Low	0.00523244863107275	Low
Dcitr02g01630.1	DC3.0sc02	0.00868055555555555	Low	0.00562058714232627	Low
Dcitr02g01640.1	DC3.0sc02	0.00914926692515807	Low	0.00960570153957198	Low
Dcitr02g01650.1	DC3.0sc02	0.32151460462486	Medium	0.324366331803189	Medium
Dcitr02g01660.1	DC3.0sc02	0.00841098012343588	Low	0.010645629766563	Low
Dcitr02g01670.1	DC3.0sc02	0.0050484963492287	Low	0.00608604143261008	Low
Dcitr02g01680.1	DC3.0sc02	0.00701019614066449	Low	0.00615798815485342	Low
Dcitr02g01690.1	DC3.0sc02	0.0060211419521462	Low	0.00624711618693053	Low
Dcitr02g01700.1	DC3.0sc02	0.00651328925631835	Low	0.00637095557390694	Low
Dcitr02g01710.1	DC3.0sc02	0.00257859740815517	Low	0.00428921948292861	Low
Dcitr02g01720.1	DC3.0sc02	0	None	0.0074074074074074	Low
Dcitr02g01730.1	DC3.0sc02	0.00775650534447001	Low	0.0116629745613567	Low
Dcitr02g01750.1	DC3.0sc02	0.0123438337663549	Low	0.012139243326107	Low
Dcitr02g01760.1	DC3.0sc02	0.00778254522571085	Low	0.00787158071405457	Low
Dcitr02g01770.1	DC3.0sc02	0.130672850544792	Low	0.115133490213739	Low
Dcitr02g01780.1	DC3.0sc02	0.00639057862168809	Low	0.00603730811420933	Low
Dcitr02g01790.1	DC3.0sc02	0.00553361335164685	Low	0.00556765491071049	Low
Dcitr02g01800.1	DC3.0sc02	0.00889516016107056	Low	0.00920917269655602	Low
Dcitr02g01810.1	DC3.0sc02	0.00454775133664731	Low	0.00583689141720972	Low
Dcitr02g01820.1	DC3.0sc02	0.0128135007696019	Low	0.0140412056296524	Low
Dcitr02g01830.1	DC3.0sc02	0.0056879426499189	Low	0.00697569011439621	Low
Dcitr02g01840.1	DC3.0sc02	0.00529647039644875	Low	0.00554167985331091	Low
Dcitr02g01850.1	DC3.0sc02	0.00591676229376284	Low	0.00635474899637685	Low
Dcitr02g01860.1	DC3.0sc02	0.0471838984336327	Low	0.0408368025366707	Low
Dcitr02g01880.1	DC3.0sc02	0.0138888888888889	Low	0.0328282828282829	Low
Dcitr02g01890.1	DC3.0sc02	0.0512916439898048	Low	0.0442326486134417	Low
Dcitr02g01900.1	DC3.0sc02	0.00718344983377395	Low	0.013178555602369	Low
Dcitr02g01910.1	DC3.0sc02	0.00660224299093151	Low	0.00731062703509391	Low
Dcitr02g01920.1	DC3.0sc02	0.00725710778406459	Low	0.00769604860204205	Low
Dcitr02g01930.1	DC3.0sc02	0.00567500101884366	Low	0.00631342831843221	Low
Dcitr02g01940.1	DC3.0sc02	0.00581005060380346	Low	0.00621310742692133	Low
Dcitr02g01960.1	DC3.0sc02	0.00791119768060379	Low	0.00774382515267348	Low
